670,"EL VALLE Y LA LOMA - CULTURAS DE LA SELVA","Ramiro Dom?nguez",
671,"PROYECTOS INFORMATICOS - PLANIFICACION, DESARROLLO","Puig Torne",
672,"PROGRAMACION EN CLIPPER - VERSIONES 5.0 Y 5.01",Oliver,Sheldon
673,"ANALISIS Y DISE?O DE SISTEMAS DE INFORMACION",Senn,
674,"DISE?O CONCEPTUAL DE BASES DE DATOS.","Batini.  Ceri",Navathe
675,"INTRODUCCION A LA PROGRAMACION ORIENTADA A OBJETOS",Budd,
676,"C++. GUIA PARA PROGRAMACION EN C","Hakmatpour, Sharam",
677,"ANALISIS Y DISE?O ORIENTADO A OBJETOS",Martin,Odell
678,"METODOS NUMERICOS APLICADOS CON SOFTWARE",Nakamura,
679,"FUNDAMENTOS DE QUIMICA","Zundahl, Steven S.",
680,"MICROELECTRONIC CIRCUITS - INTERNATIONAL EDITION                                                    ","Sedra                                                                                               ","Smith                                                                                               "
681,"INFORMATICA EN ADMINISTRACION                                                                       ","Alvarado                                                                                            ","Hernandez                                                                                           "
682,"DICIONARIO ILUSTRADO DE COMPUTACION P/INEXPERTOS","Gookin - Wang","Van Buren"
683,"SISTEMAS ELECTRONICOS DIGITALES - FUNDAMENTOS P/PR","S?nchez L?pez",
684,"CONTABILIDAD BASICA","Paulino Aguayo Caballero",
685,"INTRODUCCION A LOS VIAJES Y AL TURISMO                                                              ","Foster                                                                                              ","                                                                                                    "
686,"MATEMATICAS FINANCIERAS                                                                             ","Ayres                                                                                               ","                                                                                                    "
687,ECONOMIA,Samuelson,Nordhaus
688,"DICCIONARIO DE LA LENGUA ESPA?OLA                                                                   ","Real Academia Espa?ola                                                                              ","                                                                                                    "
689,"CURSO DE HTML","Liliana Neffa",
690,"GUIA PRACTICA DE MICROSOFT VISUAL FOXPRO","Marcos Jara",
691,"ORGANIZACION DE LAS BASES DE DATOS","Martin, James",
692,"GUIA PRACTICA DE VISUAL FOXPRO 7.0","Liliana Neffa",
693,"ARQUITECTURA DE COMPUTADORES - UN ENFOQUE CUANTITA",Hennessy,Patterson
694,"OBJECT WINDOWS FOR C++, A SHORTCUT TO WINDOWS PROG",Traister,
695,"PROGRAMACION EN QUICKBASIC / QBASIC","Joyanes Aguilar",
696,"ESTRATEGIAS Y SISTEMAS DE INFORMACION","Andreu - Ricart",Valor
697,"OBJECT-ORIENTED PROGRAMMING WITH BORLAND PASCAL 7","Clement Shammas",
698,"SISTEMAS OPERATIVOS. UNIX, OS/2, MS-DOS","Dietel, Harvey M.",
699,"CREACIONES MULTIMEDIA - EXPLORE EL MUNDO DE LA ANI",Shaddock,
700,"IMPLEMENTING MULTIMEDIA FOR BUSINESS",Szuprowicz,
701,"ELECTRONICA DIGITAL MODERNA                                                                         ","Angulo                                                                                              ","                                                                                                    "
702,"DICCIONARIO DE PROGRAMACION EN C",Arboles,Onsins
703,"FISICA GENERAL                                                                                      ","Giancoli                                                                                            ","                                                                                                    "
704,"INTRODUCCION A LA ECONOMIA. ENFOQ. LATINOAMERICANO",Rossetti,
705,"INTRODUCCION A LA ECONOMIA. ENFOQ. LATINOAMERICANO",Rossetti,
706,"INTRODUCCION A LA ECONOMIA. ENFOQ. LATINOAMERICANO",Rossetti,
707,LUMINOTECNIA,Caballero,Vidal
708,ELECTRONICA,Malvino,
709,"LENGUAJES ENSAMBLADORES                                                                             ","Caba?ero                                                                                            ","Perez                                                                                               "
710,"METODOLOGIA DE LA INVESTIGACION TECNICO - CIENTIFI","R?fales Lamarca",
711,"CALCULO DIFERENCIAL E INTEGRAL                                                                      ","Piskunov                                                                                            ","                                                                                                    "
712,"ECONOMIA POLITICA                                                                                   ","Bautista                                                                                            ","Paoli                                                                                               "
713,"LECTURA Y COMUNICACION. 1? CURSO","de Ram?rez, Ma. Isabel","Salazar, Ela"
715,"INTRODUCCION A LAS COMPUTADORAS Y AL PROCESAMIENTO",Long,
716,"5.000 PROBLEMAS DE ANALISIS MATEMATICO                                                              ","Demidovich                                                                                          ","                                                                                                    "
717,"JORNADAS DE JOVENES INVESTIGADORES","Jovenes Investigadores",
718,"REAL-TIME STRUCTURED METHODS SYSTEMS ANALYSIS",Edwards,
719,"CASE. LA AUTOMATIZACION DEL SOFTWARE","Mc.Clure, Carma",
720,"CALCULO CON GEOMETRIA ANALITICA",Purcell,Valberg
721,"MANUAL DEL AGUA: NATURALEZA, TRATAMIENTO Y APLICAI",Kemmer,
722,"DESENHO TECNICO MECANICO                                                                            ","Manfe;  Pozza;                                                                                      ","Sacrato                                                                                             "
723,"LA INVESTIGACION CIENTIFICA",Bunge,
724,"EL PROCESO DE LA INVESTIGACION CIENTIFICA","Tamayo y Tamayo",
725,"TECNICAS DE ORGANIZACION Y ANALISIS DE SISTEMAS",Cuadrado,Marquez
726,"MANUAL DE REGLAS PARA EL PROGRAMADOR                                                                ","Ledin, George                                                                                       ","Ledin, Victor                                                                                       "
727,"TECNOLOGIA CASE. HERRAMIENTAS DE DESARROLLO DE SFW                                                  ","Fisher                                                                                              ","                                                                                                    "
728,"GRAN DICCIONARIO CUYAS INGLES - ESPA?OL                                                             ","Cuyas                                                                                               ","                                                                                                    "
729,"MECANICA DE LOS FLUIDOS",Streeter,
730,"MATEMATICAS APLICADAS PARA ADMINISTRACION, ECONOMI",Budnick,
731,"METODOLOGIA DE LA PROGRAMACION                                                                      ","M. Angel Rodr?guez                                                                                  ","                                                                                                    "
732,"INTRODUCCION AL TURISMO                                                                             ","Gurria                                                                                              ","                                                                                                    "
733,"ANALISIS VECTORIAL","Murray Spiegel",
734,"MECANICA DE MATERIALES",Timoshenko,
735,"SISTEMAS OPERACIONAIS","Romulo Silva de Oliveira","Alexndre da Silva Carissimi"
736,"XV JORNADAS DE JOVENES INVESTIGADORES DE LA AUGM","Dr. Ing. Rafael Guarga",
737,"ESTUDIO DE LA INTEGRACI?N ENTRE UN APLICATIVO M?VIL Y UN SISTEMA SCADA","Deisy Mariel Samudio Bento",
738,"ECUACIONES DIFERENCIALES","George F. Simmons","steven G. Krantz"
739,"WINDOWS 95 - KIT DE RECURSOS",Microsoft,
740,"R.P.G. II - UN LENGUAJE DE GESTION",Tutor,Velasco
741,"FISICA UNIVERSITARIA","Sears, Zemansky",Young
742,"ESTRUCTURA DE DATOS","Lipschutz, Seymour",
743,"MERISE. METODOLOGIA DE DESARROLLO DE SISTEMAS","Patrik Metheron",
744,"CALCULO SUPERIOR",Spiegel,
745,"ECONOMIA POLITICA",Bautista,Paoli
746,"ALGEBRA LINEAL CON APLICACIONES","Nicholson W.",
747,"METODOLOGIA FORMAL DE LA INVESTIGACION CIENTIFICA                                                   ","Tamayo y Tamayo                                                                                     ","                                                                                                    "
748,"EL MODELO ENTIDAD - RELACION. CASE*METHOD                                                           ","Barker, Richard                                                                                     ","                                                                                                    "
749,"ALGEBRA LINEAL CON APLICACIONES                                                                     ","Grossman, Stanley                                                                                   ","                                                                                                    "
750,"ESTADISTICA                                                                                         ","Spiegel, Murray                                                                                     ","                                                                                                    "
751,"SIMULADOR WEB PARA CONTRIBUYENTES DEL IRP","Sandra Lorena Flores Jim?nez",
752,"APRENDIENDO HTML PARA WEB EN UNA SEMANA                                                             ","Lemay, Laura                                                                                        ","                                                                                                    "
753,"TRATADO DE CONTABILIDAD ELEMENTAL                                                                   ","Zelaya                                                                                              ","                                                                                                    "
754,"GEOMETRIA ANALITICA - PLANA Y DEL ESPACIO",Kindle,
755,"COMUNICACIONES DIGITALES","ING. RUBEN O. KUSTRA",
756,"REVISOES ESTRUTURADAS","Yourdon, Edward",
757,"DB2/SQL. MANUAL DE PROGRAMADORES","Martyn, Tim","Hartley, Tim"
758,"3D STUDIO - NUEVAS GUIAS","Martin Cruz",
759,"FUNDAMENTOS DE LOS MICROPROCESADORES",TOKHEIM,
760,"MULTIMEDIA CON 3D STUDIO V.4 Y ANIMATOR PRO V.","Fernadez, Javier","Tajadura, Jose"
761,"C++ A SU ALCANCE. UN ENFOQUE ORIENTADO A OBJETOS                                                    ","Joyanes, Aguilar                                                                                    ","                                                                                                    "
762,"PRINCIPIOS DE ECONOMIA: MACROECONOMIA","Emery, David",
763,"SIMULADOR WEB PARA CONTRIBUYENTES DEL IRP","Sandra Lorena Flores Jim?nez",
764,"REDES DE TELECOMUNICACIONES. PROTOCOLOS, MODELADO","Schwartz, Mischa",
765,"AMPLIFIERS AND COMPARATORS",,
766,"PROGRAMACION AVANZADA EN COBOL ESTRUCTURADO",Newcomer,
767,"DIGITAL CONTROL USING MICROPROCESSORS                                                               ","Katz                                                                                                ","                                                                                                    "
768,"CIENCIAS NATURALES                                                                                  ","Gladis Mencia                                                                                       ","                                                                                                    "
769,"ENCICLOPEDIA DE LA ELECTRONICA INGENIERIA Y TECNIC","Charles Belove",
770,"PASCAL Y ESTRUCTURA DE DATOS",Dale,Lilly
771,"PROGRAMACION EN MICROSOFT C/C++ 7.",Atkinson,Mitchell
772,"ADMINISTRACION: UNA PERSPECTIVA GLOBAL","WEIHRICH, HEINZ","KOONTZ, HAROLD"
773,"MICROSOFT VISUAL C++. FUNCIONES Y APLICACIONES","Microsoft Corporation",
774,"FUNDAMENTOS DE PROGRAMACION CON TURBO PASCAL","Boger, Thomas",
775,"PROGRAMACION EN QUICKBASIC / QBASIC","Joyanes, Luis",
776,"COMUNICACAO DE DADOS E SISTEMAS DE TELEPROCESSAMEN","Da Silveira",
777,"ASI FUNCIONAN LAS COMUNICACIONES",Derfler,Freed
778,"TERMODIMANICA QUIMICA ELEMENTAL","Bruce H. Mahan",
779,"SIMULADOR WEB PARA CONTRIBUYENTES DEL IRP","Sandra Lorena Flores Jim?nez",
780,"TECNICAS DE ORGANIZACION Y ANALISIS DE SISTEMAS                                                     ","Rodriguez                                                                                           ","Marquez                                                                                             "
781,"FUNDAMENTOS DE FISICA ELECTRICIDAD Y MAGNETISMO","Juan Hern?ndez Alvaro","Joaqu?n Tovar Pescador"
782,"COMANDO Y PROTECCION DE BAJA TENSION                                                                ","Kemper; Messeguer                                                                                   ","Kihara                                                                                              "
783,"R.P.G. II - UN LENGUAJE EN CUESTION",Tutor,Velasco
784,"ENFOQUE CLASICO DA TEORIA DE CONTROLE METODO DO LU","Alberto Eduardo Fregosi1","Jaime Feinstein"
785,"ENCICLOPEDIA DE LA ELECTRONICA INGENIERIA Y TECNIC","Charles Belove",
786,"ENCICLOPEDIA DE LA ELECTRONICA INGENIERIA I TECNIC","Charles Belove",
787,"F?sica para Ingenieros y Ciencias","Hans C. Ohanian","John T, Markert"
788,"Cisco Networking Academy Promram: Gu?a del primer a?o","Vito Amato",
789,"TECNICAS DE ORGANIZACION Y ANALISIS DE SISTEMAS",Rodriguez,Marquez
790,"TECNICAS DE ORGANIZACION Y ANALISIS DE SISTEMAS",Rodriguez,Marquez
791,"PROGRAMACION EN CLIPPER. INCLUYE VER. 5.0 Y 5.01","Oliver, Brett","Sheldon, Jim"
792,"GEOMETRIA ANALITICA (LEHMANN)",LEHMANN,
793,"PROBLEMAS Y PRACTICAS DE REDES TOPOMETRICAS","Juan Pedro Carpio Hern?ndez",
794,"ESTADISTICA PARA ADMINISTRADORES",Levin,
795,"FISICA PARA ESTUDIANTES DE CIENCIAS E INGENIERIA","Bueche, Frederick",
796,"FISICA. PRUEBA DE SELECTIVIDAD                                                                      ","Soriano                                                                                             ","                                                                                                    "
797,"PROBLEMAS DE GEOMETRIA ANALITICA                                                                    ","Kletenik                                                                                            ","                                                                                                    "
798,"QUIMICA GENERAL                                                                                     ","Ru?z - Pozas                                                                                        ","L?pez - Gonz?lez                                                                                    "
799,"FUNDAMENTOS DE REDES","Leandro Caldieras Vasconcelos","Marcelo Akira Inuzuka"
800,"DESAFIOS ETICOS DEL TERCER MILENIO","Lic. Angel Gonzalez Palmas",
801,"NUEVAS TECNOLOGIAS APLICADAS A LA EDUCACION","Julio Cabero Almenara",
802,"INGENIERIA DE CONTROL MODERNA","Katsuhiko Ogata",
803,"ENCICLOPEDIA DE LA ELECTRONICA INGENIERIA Y TECNIC","Charles Belove",
804,"FISICA. PRUEBA DE SELECTIVIDAD",Soriano,
805,"SISTEMAS DIGITALES - PRINCIPIOS Y APLICACIONES",Tocci,
806,"INGENIERIA DEL SOFTWARE UNA PERSPECTIVA ORIENTADA A OBJETOS","Eric. J Braude",
807,"DIAGRAMACION LOGICA: DESARROLLO METODOLOGICO Y EJE","Alberto R. Lardent",
808,"QUIMICA. PRUEBA DE SELECTIVIDAD","Caloca, Dolores",
809,CALCULUS,"Apostol, Tom M.",
810,CALCULUS,"Apostol, Tom M.",
811,"SELECTIVIDAD MATEMATICA I","Miguel DE Guzman",
812,"ALGEBRA LINEAL CON APLICACIONES",Grossman,
813,"FUNDAMENTOS DE QUIMICA","Zundahl, Steven S.",
814,"FISICA GENERAL                                                                                      ","Bueche, Frederick J.                                                                                ","                                                                                                    "
815,"FISICA GENERAL                                                                                      ","Bueche, Frederick J.                                                                                ","                                                                                                    "
816,"INTRODUCCION A LA SOCIOLOGIA GENERAL","Guy Rocher",
817,"CIBERSEGURIDAD. RETOS Y AMENAZAS A LA SEGURIDAD NACIONAL EN EL CIBERESPACIO",,
818,"REINGENIERIA DE PROCESOS. DETONE SUS IDEAS S/ADMIN","de Oliveira, Sidney A.",
819,"LOS 7 HABITOS DE LA GENTE ALTAMENTE EFECTIVA","S. R. Covey.",
820,"AUDIO POWER AMPLIFIERS",,
821,"PREPARACION Y EVALUACION DE PROYECTOS","Naissir Sapag Chain","Reinaldo Sapag Chain"
822,"TEORIA GENERAL DEL TURISMO","Manuel Ram?rez Blanco",
823,"COMO PROGRAMAR C/C++ Y JAVA","Harvey M. Deitel","Paul J. Dietel"
824,"TURBO PASCAL 7 - MANUAL DE REFERENCIA","O Breien",Nameroff
825,"ANALISIS Y DISE?O DE SISTEMAS DE INFORMACION","Senn, James A.",
826,"LAN TIMES. ENCICLOPEDIA DE REDES.","Sheldon, Tom",
827,"COBOL ESTRUCTURADO",Philippakis,Kazmier
828,"CALCULO SUPERIOR","Murray R. Spiegel",
829,"50 IDEAS CONCRETAS PARA MEJORAR SU EMPRESA",Sanguinetti,
830,"REINGENIERIA. MEJORIA DE PROCESOS EMPRESARIALES","Kamel, Nadim M.",
831,"Cisco Networking Academy Promram: Gu?a del primer a?o",,
832,"GUIA PRACTICA PARA EL CALCULO DE INSTALACIONES ELE","Harper, Enr?quez",
833,"ELEMENTOS DE RESISTENCIA DE MATERIALES","Timoshenko, S.","Young, D."
834,"LA AGUADA DEL PUMA","Pompeyo Lugo M?ndez",
835,"CLUSTER DE ALTA DISPONIBILIDAD Y ALTO DESEMPE?O PA                                                  ","Osvaldo Miguel Gonzalez                                                                             ","                                                                                                    "
836,"TEORIA DE LA PROBABILIDAD","Ivan Obregon Sanin",
837,"METODOLOGIA DE LA INVESTIGACION","Hern?ndez - Fern?ndez",Baptista
838,"TEORIA GENERAL DEL TURISMO","Manuel Ram?res Blanco",
839,"CURSO DE MATEMATICAS SUPERIORES PARA INGENIEROS 1","Krasnov - Biseliov","Makarenko - Shinkin"
840,ECONOMIA,"Samuelson, P.","Nordhaus, W."
841,"CURSO DE MATEMATICAS SUPERIORES PARA INGENIEROS 2","Krasnov - Biseliov","Makarenko - Shinki"
842,"ANALISIS DE REDES","Van Valkemburg, M.E.",
843,"MARKETING PUBLICO","Chias, Josep",
844,"CONTABILIDAD. TEORIA Y PRACTICA","Kester, Roy B.",
845,"IMPLEMANTACION PARALELA DEL ALGORITMO DE ORTOGONAL                                                  ","Maria del Carmen Galeano Medin                                                                      ","                                                                                                    "
846,"Don Quijote de La Mancha","MIGUEL DE CERVANTES",
847,"MANUAL DE ELECTRICIDAD INDUSTRIAL I",HARPER,
848,"PLANIFICACION Y EVALUACION DEL TURISMO                                                              ","Garc?a                                                                                              ","                                                                                                    "
849,"PROGRAMACION EN C++ PARA WINDOWS","Porter, Anthony",
850,"QUIMICA ORGANICA","McMurry, John",
851,"ADMINISTRACION: UN ENFOQUE BASADO EN COMPETENCIAS","Hellriegel, Don","Jackson, Susan - Slocum, John"
852,"PROGRESE CON VISUAL C++","Kruglinski, David J.",
853,"MATEMATICAS ESPECIALES PARA COMPUTACION","Luis Garcia Valle",
854,"ESTRATEGIAS Y SISTEMAS DE INFORMACION","Andreu, R.","Ricart, J. - Valor, J."
855,"LENGUAJES ENSAMBLADORES","Fuster, J.","Perez, F."
856,"NOVELL NETWARE - SOLUCIONARIO DE PROBLEMAS","Scarola, Robert",
857,"FISICA **",Tipler,
858,"CONTABILIDAD. TEORIA Y PRACTICA","Kester, Roy B.",
859,"CONTABILIDAD. TEORIA Y PRACTICA","Kester, Roy B.",
860,"CIRCUITOS LINEARES                                                                                  ","Close, Charles M.                                                                                   ","                                                                                                    "
861,"TEORIAS DE CONJUNTOS Y TEMAS A FINES                                                                ","Seymour Lipschutz                                                                                   ","                                                                                                    "
862,"MATERIALS FOR ENGINEERING: CONCEPTS AND APPLICATIO","Van Vlack, Lawrence H.",
863,"ESCUELA DALY DE HOSTELERIA Y TURISMO: BAR Y COCTEL                                                  ","DALY EDICIONES                                                                                      ","                                                                                                    "
864,"DICCIONARIO ENCICLOPEDICO ILUSTRADO VISOR","Diario Noticias",
865,"Don Quijote de La Mancha","MIGUEL DE CERVANTES",
866,"MICROSOFT VISUAL FOXPRO 6.0: MANUAL DEL PROGRAMADO","Microsoft Corporation",
867,"MANUAL DE FORMULAS TECNICAS","Gieck, R.",
868,"NETWARE LAN ANALYSIS","Chappell, Laura",
869,"LAN TIMES. GUIA DE CORREO ELECTRONICO","Drummond R.","Cox, N."
870,"MULTIPROTOCOL INTERNET WORKING","Chappell, Laura","Spicer, Roger"
871,"MANUAL DE EXCEL","JORGE MARTINEZ",
872,"THE NOVELL CNA/CNE. STUDY GUIDE","Mueller, J.","Williams, Robert"
873,"GUIA DE PROGRAMACION NOVELL NETWARE","Day, M. - Koontz, M.","Marshall, D."
874,"Don Quijote de La Mancha","MIGUEL DE CERVANTES",
875,"SOLUCION A PROBLEMAS DE PC                                                                          ","Norton, Peter                                                                                       ","Jourdain, Robert                                                                                    "
876,"FUNDAMENTOS DA TERMODINAMICA CLASSICA                                                               ","Van Wylen, Gordon                                                                                   ","Borgnakke, Claus                                                                                    "
877,"RESISTENCIA DOS MATERIAIS","Beer, Ferdinand","Russell, Johnton"
878,"ESTUDIO DE ALGORITMOS COMBINADOS PARALELOS","Baran, Benjamin C.",
879,"CATALOGOS DE DOCUMENTOS Y PUBLICACIONES 1994-1995",UNESCO,
880,"INTRODUCCION AL CALCULO NUMERICO                                                                    ","Ing.Hugo R.Franco Paats                                                                             ","                                                                                                    "
881,"ANUARIO 2005                                                                                        ","RECTORADO DE LA UNE                                                                                 ","                                                                                                    "
882,"Don Quijote de La Mancha","MIGUEL DE CERVANTES",
883,"XIV SBRC. 14? SIMPOSIO BRASILEIRO DE REDES DE COMP",Anais,
884,"ORGANIZACION DE LAS BASES DE DATOS",Martin,
885,"ANALISIS ESTRUCTURADO MODERNO","Yourdon, Edward",
886,"REDES NEURONALES. ALGORITMOS, APLICACIONES Y TECNI","Freeman, James A.","Skapura, David M."
887,"SISTEMAS OPERATIVOS. DISE?O DE IMPLEMENTACION","Tanenbaum, Andrew S.",
888,"INTRODUCCION A LA ESTADISTICA ECONOMICA","Herrill, William","Fox, Karl"
889,"INSIDE COMPUTERS TODAY","Condon, Robert J.","Sanders, Donald - Fry, Rob"
890,"HISTORIA GENERAL DEL TURISMO DE MASAS","Fern?ndez F?ster, Luis",
891,"PRICIPIOS DIGITAIS","Tokheim, Roger L.",
892,"SCDD 20. SISTEMA DE CLASIFICACION DECIMAL DEWEY","Dewey, Melvil",
893,"SCDD 20. SISTEMA DECIMAL DE CLASIFICACION DEWEY","Dewey, Melvil",
894,"SCDD 20. SISTEMA DECIMAL DE CLASIFICACION DEWEY","Dewey, Melvil",
895,"SCDD 20. SISTEMA DECIMAL DE CLASIFICACION DEWEY","Dewey, Melvil",
896,"ANALISIS VECTORIAL","HSU, HWEI P.",
897,"SISTEMAS ELECTRICOS DE POTENCIA                                                                     ","Nasar, Syed A.                                                                                      ","                                                                                                    "
898,"AVIFAUNA DE LAS AREAS PROTEGIDAS DE ITAIPU                                                          ","PEREZ VILLAMAYOR, NELSON                                                                            ","COLMAN JARA, ANDRES                                                                                 "
899,"ELECTRICIDADE B?SICA","VAN VALKENBURGH",NOOGER
900,"CURSO DE PROGRAMACION C++: PROGRAMACION ORIENTADA","CEBALLOS, FCO. JAVIER",
901,"METODOS NUMERICOS PARA INGENIEROS 1 CON APLIC. EN","Chapra, Steve","Canale, Raymond P."
902,"ANALISIS Y DISE?O DE SISTEMAS","Kendall y Kendall",
903,"COMPUTERS & MS-DOS","Collin, Simon",
904,"INTERNET: MANUAL DE REFERENCIA","Hahn, Harley","Stout, Rick"
905,"SISTEMAS OPERATIVOS DISTRIBUIDOS",Tanenbaum,
906,"COLORADO BACKUP USER?S GUIDE","Colorado Memory Systems",
907,"?NETSCAPE FACIL!","Dupuy, John",
908,"CLEI 99 MEMORIAS - TOMO 2","CLEI 99",
909,"USANDO CLARION PROFESSIONAL DEVELOPER","Burguess, Mark S.",
910,"VARIABLE COMPLEJA Y APLICAIONES","James Ward Brown","Ruel V. Churchill"
911,"ANALISIS VECTORIAL","Spiegel, Murray R.",
912,"FISICA PARA ESTUDIANTES DE CIENCIAS E INGENIERIA","Frederick J. Bueche",
913,"ADMINISTRA?AO DA PRODU?AO                                                                           ","Monks, Joseph G.                                                                                    ","                                                                                                    "
914,"ADMINISTRA?AO DA PRODU?AO E OPERA?OES                                                               ","Moreira, Daniel A.                                                                                  ","                                                                                                    "
915,"GUIA PRACTICA DE ELECTRICIDAD Y ELECTRONICA","RICARDO ANTONIO BARRIO","ANTONIO COLMENAR"
916,"LENGUAJE 3. COMUNICACION - CIENCIA - ARTE","de Natalizia, Emina Nasser",
917,"ICTIOPLANCTON EN LOS RIOS ITABO SUR, CARAPA Y AZUL                                                  ","GILL MORLIS, WALTER                                                                                 ","HERMOSA, JOSE - SANCHEZ, E.                                                                         "
918,"LA AGUADA DEL PUMA","Pompyo Lugo M?ndez",
919,"J500 APLICACOES DISTRIBUIDAS COM J2EE E JBOOS 1","DA ROCHA, HELDER",
920,"NORMAS PARA APRESENTACAO DE DOCUMENTOS CIENTIFICOS","UNIVERSIDAD FEDERAL DO",PARANA
921,"INTRODUCCION A LA SOCIOLOGIA GENERAL","Guy Rocher",
922,"BREVE HISTORIA DE LA CULTURA EN EL PARAGUAY","Vel?zquez, Rafael",
923,"LOS ABORIGENES EN EL PARAGUAY. LENGUAS CHAQUE?AS","Susnik, Branislava",
924,"DIRECCION DE MARKETING","Philip Kotler","Kevin Lane Keller"
925,"LENGUAJE 3. COMUNICACION - CIENCIA - ARTE","de Natalizia, Emina Nasser",
926,"APUNTES DE HISTORIA CULTURAL DEL PARAGUAY","Cardozo, Efrain",
927,"PROYECTOS PROFESIONALES PHP 5","CHARTE OJEDA, FRANCISCO",
928,"LENGUAJE 1. COMUNICACION - CIENCIA - ARTE                                                           ","Nasser, Emina                                                                                       ","Natalizia, Rolando                                                                                  "
929,"LENGUAJE 1. COMUNICACION - CIENCIA - ARTE","Nasser, Emina","Natalizia, Rolando"
930,"LECTURA Y COMUNICACION. 2? CURSO","de Ram?rez, Ma. Isabel","Salazar, Ela"
931,"LECTURA Y COMUNICACION. 3? CURSO","de Ram?rez, Ma. Isabel","Salazar, Ela"
932,"LECTURA Y COMUNICACION. 3? CURSO","de Ram?rez, Ma. Isabel","Salazar, Ela"
933,"COMUNICACION ORAL Y ESCRITA","Mart?nez- S?nchez","Artecona- Salomoni"
934,"DICCIONARIO CASTELLANO-GUARANI","Guasch, Antonio","Ort?z, Diego"
935,"EVALUACION DE APRENDIZAJES RELEVANTES AL EGRESO DE",CINDA,
936,"COOPERACION UNIVERSIDAD-EMPRESA: VISIONES DE EUROP",CINDA,
937,"INTRODUCAO AO MATLAB","SAMPAIO, R. - CATALDO, E.","RIQUELME, R."
938,RECYCLING,"BORDER, ROSEMARY",
939,"MANUAL DE MATEMATICA",,
940,"INSTALACIONES ELECTRICAS DE BAJA TENSION","Narciso Moreno Alfonso.","Ramon Cano Gonzalez."
941,"HIGH-SPEED AMPLIFIERS",,
942,"LENGUAJE 2. COMUNICACION - CIENCIA - ARTE","Nasser, Emina","Natalizia, Rolando"
943,"LECTURA Y COMUNICACION. 2? CURSO","de Ram?rez, Ma. Isabel","Salazar, Ela"
944,"DICCIONARIO ENCICLOPEDICO ESPASA 1",,
945,"ENCICLOPEDIA GRAN VOX",,
946,"ENCICLOPEDIA GRAN VOX",,
947,"ENCICLOPEDIA GRAN VOX                                                                               ","                                                                                                    ","                                                                                                    "
948,"ENCICLOPEDIA GRAN VOX",,
949,"ENCICLOPEDIA GRAN VOX",,
950,"ENCICLOPEDIA GRAN VOX",,
951,"ENCICLOPEDIA GRAN VOX",,
952,"ENCICLOPEDIA GRAN VOX",,
953,"ENCICLOPEDIA GRAN VOX",,
954,"NARRACIONES DE LOS AVA GUARANI DE LOS DEPARTAMENTO","UNIVERSIDAD EVANGELICA DEL",PARAGUAY
955,"ENCICLOPEDIA LAROUSSE ILUSTRADA 1: EL UNIVERSO Y L","ULTIMA HORA",
956,"Cisco Networking Academy Promram: Gu?a del primer a?o",,
957,"FUNDAMENTOS DE LA CIENCIA E INGENIERIA DE MATERIAL","SMITH, WILLIAM F.",
958,"FUNDAMENTOS DE ELECTROTECNIA 1: ELECTRIDAD BASICA","ARNOLD, ROBERT",
959,"COMPAQ: MOBILE INTERNET PC REFERENCE MANUAL 300,12",COMPAQ,
960,"SISTEMAS DE SEGURIDAD","Mu?oz Guerrero, Julio",
961,QUIMICA,"Chang, Raymond","College, Williams"
962,QUIMICA,"Chang, Raymond","College, Williams"
963,"PROTECCION DE EDIFICIOS CONTRA INCENDIOS                                                            ","Quadri, Nestor P.                                                                                   ","                                                                                                    "
964,"PREVENCION DE ACCIDENTES ELECTRICOS                                                                 ","Sancho, Pablo Marco                                                                                 ","                                                                                                    "
965,"SEGURIDAD E HIGIENE EN EL TRABAJO                                                                   ","De-Vos Pascual, Jose Ma.                                                                            ","                                                                                                    "
966,"INSTRUMENTACION ELECTRONICA MODERNA Y TECNICAS DE","Cooper, William","Helfrick, Albert"
967,"CONVERSION DE ENERGIA ELECTROMECANICA","Gourishankar, Vembu",
968,"SISTEMAS INTEGRADOS DE CONTROL DE PRODUCCION","David D. Bedworth","James E. Bailey"
969,"SEGURIDAD E HIGIENE EN EL TRABAJO                                                                   ","Jose Manuel De-Vos Pascual                                                                          ","                                                                                                    "
970,"LENGUAJE ENSAMBLADOR DE LOS 80x86                                                                   ","Beltr?n de Heredia                                                                                  ","                                                                                                    "
971,"APLIQUE FOX PRO 2.6 PARA WINDOWS",Jones,
972,"FORTRAN IV","MAXIMILIAN EMIL HEHL",
973,"ANALISIS DE ALGORITMOS Y TEORIA DE GRAFOS",Abellanas,Lodares
974,"INGENIERIA DE LA ENERGIA ELECTRICA - MAQUINAS","Marcelo A. Sobrevila",
975,"TRANSFORMADORES DE POTENCIA DE MEDIDA Y DE PROTECC","Ras, Enrique",
977,"CALCULO DIFERENCIAL E INTEGRAL                                                                      ","Frank Ayres, Jr                                                                                     ","Elliot Mendelson                                                                                    "
978,"INTRODUCCION A LA SOCIOLOGIA",Berger,
979,"LA AGUADA DEL PUMA","Pompeyo Lugo M?ndez",
980,"ELECTRICISTA CALIFICADO","REVISTA MUNDO DE LA ELECTRICID",
981,"INTRODUCCION A LA TEORIA Y TECNICA DEL TURISMO","FERNANDEZ FUSTER, LUIS",
982,"ANALISIS ESTRUCTURADO MODERNO","Edward Yourdon",
