1395,"ALGEBRA LINEAL","Claudio Pita",
1396,"METODOLOGIA Y TECNICAS DE INVESTIGACION EN CIENC",Pardinas,
1397,"LA POESIA Y LA NARRATIVA EN EL PARAGUAY",Perez,Maricevich
1398,POESIA,Mongelos,
1399,"ANTOLOGIA POETICA",Ort?z,
1400,"POESIAS COMPLETAS Y OTROS TEXTOS",Fari?a,
1401,"LOS HOMBRES DE CELINA                                                                               ","Hally Mora                                                                                          ","                                                                                                    "
1402,"MONTAJE PARA MAQUINADO","Francisco Jimenez Caro","Marco A. Sanchez"
1403,"HORNOS INDUSTRIALES DE INDUCCION","Julio Astigarraga",
1404,"HORNOS DE ALTA FRECUENCIA Y MICROONDAS","Julio Astigarraga",
1405,"AMPLIFICADORES OPERACIONALES EN AUDIO","Walter G. Jung",
1406,"ELECTRICIDAD 2","Luis Iba?ez","Juan Antonio Galan"
1407,"ALGEBRA DE BALDOR","Aurelio Baldor",
1408,"FUNDAMENTOS DE DIBUJO EN INGENIERIA                                                                 ","Luzadder                                                                                            ","Duff                                                                                                "
1409,CALCULO,"Frank Ayres, JR.",
1410,"POESIAS COMPLETAS Y OTROS TEXTOS",Campos,
1411,"ALGEBRA SUPERIOR","Murray R. Spiegel",
1412,"ALGEBRA SUPERIOR","Murray R. Spiegel",
1413,"BREVE ANTOLOGIA DE LA LITERATURA PARAGUAYA",Mendez,Faith
1414,"DIALOGOS PROHIBIDOS Y CIRCULARES",Ruiz,
1415,"HISTORIA UNIVERSAL","Puri Ballus",
1416,"INTRODUCCION A LA INVESTIGACION DE OPERACIONES",Hillier,Lieberman
1417,"POESIAS COMPLETAS",Pl?,
1418,"INTRODUCCION A LA MINERIA DE DATOS","Jose Hernandez Orallo",
1419,"ALGEBRA SUPERIOR","Murray R. Spiegel",
1420,"EL LENGUAJE DE PROGRAMACION C","Brian W. Kernighan",
1421,"EL LENGUAJE DE PROGRAMACION C","Brian W. Kernighan",
1422,"REDES DE COMPUTADORAS","Andrew S. Tanembaum",
1423,"REDES DE COMPUTADORAS","Andrew S. Tanenbaum",
1424,ESTADISTICA,"Murray R. Spiegel",
1425,"FISICA CONCEPTOS Y APLICACIONES","Tippens, Paul",
1426,"CALCULO DIFERENCIAL E INTEGRAL",Piskunov,
1427,"VAMOS A HACER TEATRO","Halley Mora",
1428,"ELVIO ROMERO - SUS MEJORES POESIAS                                                                  ","Romero                                                                                              ","                                                                                                    "
1429,"INTRODUCCION A LA MINERIA DE DATOS                                                                  ","Jose Hernandez Orallo                                                                               ","                                                                                                    "
1430,"ENCICLOPEDIA DE LA ELECTRONICA INGENIERIA Y TECNIC","Charles Belove",
1431,"JORNADAS DE JOVENES INVESTIGADORES                                                                  ","Gonz?lez Muzio                                                                                      ","                                                                                                    "
1432,"ENSAYO SOBRE EL DR. FRANCIA Y LA DICTADURA EN SUDA",B?ez,
1433,"CARLOS ANTONIO LOPEZ. LA SOBERANIA DEL PARAGUAY","El Lector",
1434,"EL COMUNISMO DE LAS MISIONES",Garay,
1435,"EL VALLE Y LA LOMA - CULTURAS DE LA SELVA",Dom?nguez,
1436,"ENSAYOS SOBRE LA HISTORIA DEL PARAGUAY",Moreno,
1437,"ETAPAS DE MI VIDA",Ma?z,
1438,"ETNOGRAFIA DEL CHACO",Metraux,
1439,"QUIMICA: LA CIENCIA CENTRAL",Brown,Lemay
1440,"DONDE LADRON NO LLEGA",Hern?ndez,
1441,"EL PARAGUAYO (UN HOMBRE FUERA DE SU MUNDO)",Vera,
1442,"HIJO DE HOMBRE                                                                                      ","Roa Bastos                                                                                          ","                                                                                                    "
1443,"DELPHI 6.0 IT EDUCACIONAL","William Braga",
1444,"ORGANIZA?AO DE COMPUTADORES                                                                         ","Laercio Vasconcelos                                                                                 ","                                                                                                    "
1445,"ARQUITECTURA DE COMPUTADORES: MOTHERBOARDS",,
1446,"INSTALACIONES ELECTRICAS EN LAS EDIFICACIONES","Guerrero, Alberto",
1447,"ENGENHARIA DA INFORMACAO","James Martin",
1448,"METODOLOGIA DE LA PROGRAMACION APLICACIONES EN COB","EdUARDO Alcalde","Miguel Garcia"
1449,"Introducao a Ptogramacao Linear","Abelardo de Lima Puccini",
1450,"Introduccion al algebra lineal","Howard Anton",
1451,"LA PAZ DEL CHACO",Paiva,
1452,"SOLANO LOPEZ - SOLDADO DE LA GLORIA Y EL INFORTUNI",Bray,
1453,"EL PARAGUAY COLONIAL",Cardozo,
1454,"HACE TIEMPO... MA?ANA",D?az,
1455,"ESTUDIOS SOCIALES","Irmina C. de Lezcano","Angelica R. de Zayas Vallejo"
1456,"LENGUAJE 2","Emina Nasser","Rolando Natalizia"
1457,"TEATRO ESCOGIDO",Pl?,
1458,"LOS HUERTAS",Casaccia,
1459,"INTRODUCCION AL LENGUAJE DE PROGRAMACION C",,
1460,"PROGRAMACION DE SISTEMAS","JOHN J.DONOVAN",
1461,"GUIA RAPIDA MICROSOFT ACCESS 2","Gonzalez Mangas, A.","Calle Matamoros, F."
1462,"EL MERCADER DE ILUSIONES                                                                            ","Herken                                                                                              ","                                                                                                    "
1463,"CUENTOS - MICROCUENTOS Y ANTICUENTOS","Hally Mora",
1464,"ANTOLOGIA POETICA",Ferreiro,
1465,"ACUERDATE QUE TE ESPERO - SELECCION DE POEMAS AMOR",Casertelli,
1466,"POESIAS Y CUENTOS COMPLETOS",Correa,
1467,"AMOR DE INVIERNO","Halley Mora",
1468,"ANTOLOGIA POETICA",Appleyard,
1469,"HOMBRES Y EPOCAS DEL PARAGUAY - LIBRO PRIMERO                                                       ","Bray                                                                                                ","                                                                                                    "
1470,"MANUAL GESTION ESTRATEGICA UNIVERSITARIA: PROCESOS",CINDA,
1471,"PRINCIPIOS DE INTELIGENCIA ARTIFICIAL","NILSSON, NILS J.",
1472,"CUENTOS COMPLETOS",Casaccia,
1473,"LA BABOSA",Casaccia,
1474,"LA LITERATURA ROMANTICA EN EL PARAGUAY",Amaral,
1475,"APUNTES DE HISTORIA CULTURAL DEL PARAGUAY                                                           ","Cardozo                                                                                             ","                                                                                                    "
1476,"PRIMA PAR - MANUAL DE LITERATURA HISPANOAMERICANA",,
1477,"PRIMA PAR - MANUAL DE ANIMALES Y PLANTAS                                                            ","                                                                                                    ","                                                                                                    "
1478,"EROSION COSTERA EN EL EMBALSE DE ITAIPU","ACHA NAVARRO, JORGE ANIBAL",
1479,"NARRACION DE LOS AVA GUARANI DEL DEPARTAMENTO DE K","UNIVERSIDAD EVANGELICA DEL",PARAGUAY
1480,"FOLKLORE DEL PARAGUAY","Carvalho Neto",
1481,"LA REVOLUCION DE LA INDEPENDENCIA -14 y 15 DE MAYO","Garay - Ben?tez",
1482,"FOLKLORE DEL PARAGUAY",Carvalho,
1483,"POESIA COMPLETA",Dom?nguez,
1484,"CONTRA VIDA","Roa Bastos",
1485,"PRIMA PAR - MANUAL DE LITERATURA HISPANOAMERICANA","NELL DALE",
1486,"MICROSOFT MS-DOS PASO A PASO",CATAPULT,
1487,"ECUACIONES DIFERENCIALES                                                                            ","Ayres                                                                                               ","                                                                                                    "
1488,"PRIMA PAR - MANUAL DE ASTRONOMIA Y GEOLOGIA                                                         ","                                                                                                    ","                                                                                                    "
1489,"PRIMA PAR - MANUAL DE ASTRONOMIA Y GEOLOGIA                                                         ","                                                                                                    ","                                                                                                    "
1490,"PRIMA PAR - MANUAL BASICO DE LAS CIENCIAS NATURALE                                                  ","                                                                                                    ","                                                                                                    "
1491,"PRIMA PAR - MANUAL BASICO DE LAS CIENCIAS NATURALE                                                  ","                                                                                                    ","                                                                                                    "
1492,"PRIMA PAR - MANUAL DE BIOLOGIA Y ECOLOGIA                                                           ","                                                                                                    ","                                                                                                    "
1493,"PRIMA PAR - MANUAL DE BIOLOGIA Y ECOLOGIA                                                           ","                                                                                                    ","                                                                                                    "
1494,"PRIMA PAR - MANUAL DE ESTUDIOS SOCIALES                                                             ","                                                                                                    ","                                                                                                    "
1495,"LG: CD RECORDING SOFTWARE FOR WINDOWS 95/98/2000 A","EASY CD CREATOR",
1496,"LG: DC-R/W DRIVE",,
1497,"PRIMA PAR - MANUAL DE MATEMATICA",,
1498,"PRIMA PAR - MANUAL DE ESTUDIOS SOCIALES, HISTORIA                                                   ","                                                                                                    ","                                                                                                    "
1499,"INGENIERIA DE LA ENERGIA ELECTRICA - MAQUINAS                                                       ","Sobrevila, Marcelo A.                                                                               ","                                                                                                    "
1500,"PRIMA PAR - MANUAL DE GRAMATICA Y ORTOGRAFIA",,
1501,"MECANICA VECTORIAL PARA INGENIEROS - DINAMICA                                                       ","Beer                                                                                                ","Johnston                                                                                            "
1502,"MECANICA VECTORIAL PARA INGENIEROS - DINAMICA                                                       ","Beer                                                                                                ","Johnston                                                                                            "
1503,"GEOGRAFIA ILUSTRADA DEL PARAGUAY                                                                    ","Quevedo                                                                                             ","                                                                                                    "
1504,"THE LANGUAGE OF TRADE",Smita,Blakeslee
1505,"ECONOMIC CONSIDERATIONS",Kral,
1506,"LA FILOSOFIA A TRAVES DE LOS SIGLOS","CHINAGLIA, PEDRO",
1507,"CONFIABILIDADE APLICADA A SISTEMAS DE POTENCIA ELE","DE B. CAMARGO, C. CELSO",
1508,"PRIMA PAR - MANUAL DE GRAMATICA Y ORTOGRAFIA",,
1509,"PRIMA PAR - MANUAL DE ESTUDIOS SOCIALES",,
1510,"MANUAL DE MODELAJE DE DATOS                                                                         ","Inform?tica                                                                                         ","                                                                                                    "
1511,"EMPRESAS TURISTICAS - GESTION ADMINISTRATIVA",Ram?rez,
1512,"INTRODUCCION AL ESTUDIO DE LA ECONOMIA",Enriquez,
1513,"GERMINAL ANTOLOGIA",Barret,
1514,"INTRODUCCION A LA INVESTIGACION DE OPERACIONES                                                      ","Hillier                                                                                             ","Lieberman                                                                                           "
1515,"INTRODUCCION A LA INVESTIGACION DE OPERACIONES                                                      ","Hillier                                                                                             ","Lieberman                                                                                           "
1516,"ELECTROTECNIA - FUNDAMENTOS TEORICOS Y PRACTICOS","Guerrero - S?nchez","Moreno - Ortega"
1517,"QUIMICA ANALITICA CUALITATIVA: INCLUYENDO SEMIMICR","VOGEL, ARTHUR J.",
1518,"LECCIONES DE QUIMICA ANALITICA CUANTITATIVA","ARGUELLO DA SILVA, JACQUELINE",
1519,"QUIMICA GENERAL","WHITTEN, KENNET - GAILEY, K.","DAVIS, RAYMOND E."
1520,"FISICA                                                                                              ","Giancoli                                                                                            ","                                                                                                    "
1521,"NOVELL NET WARE 4.1 AL MAXIMO",Fajardo,Daricz
1522,"ALGEBRA LINEAL CON APLICACIONES","Nicholson W.",
1523,"MATEMATICAS ESPECIALES PARA COMPUTACION",,
1524,"TECNICAS DE SIMULACION EN COMPUTADORAS                                                              ","Naylor                                                                                              ","                                                                                                    "
1525,"METODOLOGIA DE LA INVESTIGACION",Sampieri-Collado,Baptista
1526,"COSTOS - CONTABILIDAD, ANALISIS Y CONTROL",Corcoran,
1527,"INVESTIGACION DE OPERACIONES - INTERPRETACION DE M",Namakforoosh,
1528,"COMO PROGRAMAR C/C++ Y JAVA","Harvey M. Deitel","Paul J. Deitel"
1529,"QUIMICA DE LA VIDA C*","CENTRO DE ESTUDIO PARAMEDICO",
1530,"BRITISH FICTION: A STUDENT?S A TO Z","SWATRIDGE, COLIN",
1531,"FISICA - FUNDAMENTOS Y APLICACIONES",Eisberg,Lerner
1532,"TERMODINAMICA QUIMICA ELEMENTAL","MAHAN, BRUCE H.",
1533,"MANUAL DE REPARACION Y AFINACION CHEVROLET 1968/79",Freeman,Rivele
1534,"BASES DE DATOS",Rodr?guez,
1535,"BASES DE DATOS",Rodr?guez,
1536,"BASES DE DATOS",Rodr?guez,
1537,"BASES DE DATOS",Rodr?guez,
1538,"EL ARTE EN LAS REDES","Juan Antonio Lle?",
1539,"REDES LOCALES Y TCP/IP",Raya,
1540,"CURSO DE MATEMATICAS SUPERIORES PARA INGENIEROS 1","Krasnov - Kiseliov","Makarenko - Shikin"
1541,"CURSO DE MATEMATICAs SUPERIORES PARA INGENIEROS 2","Krasnov - Kiseliov","Makarenko - Shikin"
1542,"MANUAL PRACTICO DEL CONTADOR",Zaglul,
1543,"MANUAL PRACTICO DEL CONTADOR",Zaglul,
1544,"MANUAL PRACTICO DEL CONTADOR",Zaglul,
1545,"MANUAL PRACTICO DEL CONTADOR",Zaglul,
1546,"INTRODUCCION A LA TERMODINAMICA EN INGENIERIA QUIM                                                  ","Smith                                                                                               ","Van Ness                                                                                            "
1547,"INTRODUCCION A LA TERMODINAMICA EN INGENIERIA QUIM",Smith,"Van Ness"
1548,"EVALUACI?N Y FORMULACI?N DE PROYECTOS TUR?STICOS","Victor Br?tez",
1549,"SISTEMAS DE INFORMACION, HERRAMIENTAS PRACTICAS PA                                                  ","G?mez Vieites                                                                                       ","Su?rez Rey                                                                                          "
1550,"PRINCIPIOS DE ECONOMIA","N. Gregory Mankiw",
1551,"LAS RELACIONES PUBLICAS","Jean Chaumely","Denis Huisman"
1552,"INTRODUCCION A LA ANTROPOLOGIA CULTURAL","Conrad Phillip Kottak",
1553,"COMPILADORES PRINCIPIOS, TECNICAS Y HERRAMIENTAS","Alfred  V. Aho","Ravi Sethi"
1554,"FISICA 2","Halliday - Resnick",Krane
1555,ROBOTICA,"John J. Craig",
1556,"PRINCIPIOS DE ECONOMIA","N. Gregory Mankiw",
1557,"INTRODUCCION AL ALGEBRA CONTEMPORANEA",Tomber,
1558,"MAQUINAS ELECTRICAS Y TRANSFORMADORES                                                               ","KOSOW, IRVING L.                                                                                    ","                                                                                                    "
1559,"INTRODUCCION A LA INVESTIGACION DE OPERACIONES",Hillier,Liberman
1560,"CALCULO NUMERICO FUNDAMENTAL",Demidovich,Maron
1561,"FISICA PARA ESTUDIANTES DE CIENCIAS E INGENIERIA","Frederick J. Bueche",
1562,"INTRODUCCION AL ALGEBRA CONTEMPORANEA",Tomber,
1563,"INTRODUCCION AL ALGEBRA CONTEMPORANEA",Tomber,
1564,"FISICA PARA ESTUDIANTES DE CIENCIAS E INGENIERIA","Frederick j. Bueche",
1565,"DIRECCION DE MARKETING                                                                              ","Philip Kotler                                                                                       ","Kevin Lane Keller                                                                                   "
1566,"QUIMICA GENERAL                                                                                     ","Whitten - Gailey                                                                                    ","Davis                                                                                               "
1567,"ANALISIS VECTORIAL                                                                                  ","Spiegel                                                                                             ","                                                                                                    "
1568,"ADMINISTRACCION HOTELERA                                                                            ","Francisco de la Torre                                                                               ","                                                                                                    "
1569,"DISPOSITIVOS ELETRONICOS E TEORIA DE CIRCUITOS",BOYLESTAD,"NASHELS KY"
1570,"PRINCIPLES OF CHEMISTRY: AN INTRODUCTION TO THEORE","ANDER, PAUL","SONNESSA, ANTHONY J."
1571,VECTORES,"DE TREVISAN, BLANCA",
1572,"ESTRUCTURA DE COMPUTADORES",Angulo,
1573,"INTRODUCCION A LA ANTROPOLOGIA CULTURAL","Conrad Phillip Kottak",
1574,"GEOMETRIA ANALITICA","Elena de Oteyza de Oteyza","Carlos Hern?ndez Garciadiego"
1575,PSICOLOGIA,"David G. Myers",
1576,"QUIMICA ORGANICA FUNDAMENTAL","RAKOFF, HENRY","ROSE, NORMAN C."
1577,"CALCULO SUPERIOR","murray R. Spiegel",
1578,"VARIABLE COMPLEJA Y APLICACIONES","James Ward Brown","Ruel V. Churchill"
1579,"VARIABLE COMPLEJA Y APLICACIONES","James Ward Brown","Ruel V.Churchill"
1580,"MATEMATICAS AVANZADAS PARA INGENIERIA 2",Kreyszing,
1581,"MATEMATICAS AVANZADAS PARA INGENIERIA 1",Kreyszing,
1582,"MATEMATICAS AVANZADAS PARA INGENIERIA 2",Kreyszing,
1583,"MATEMATICAS AVANZADAS PARA INGENIERIA 2",Kreyszing,
1584,"FUNDAMENTOS DE FISICOQUIMICA","MARON, SAMUEL H.","PRUTTON, CARL F."
1585,"QUIMICA GENERAL","Whitten - Gailey",Davis
1586,"QUIMICA GENERAL","Whitten - Gailey",Davis
1587,"QUIMICA GENERAL","Whitten - Gailey",Davis
1588,"FISICA UNIVERSITARIA","Sears - Zemansky",Young
1589,"METODOLOGIA DE LA INVESTIGACION                                                                     ","Hern?ndez - Fern?ndez                                                                               ","Baptista                                                                                            "
1590,"DICCIONARIO DE COMPUTACION BILINGUE",Freedman,
1591,"EL GRAN LIBRO DE VISUAL BASIC 5                                                                     ","Maslo                                                                                               ","                                                                                                    "
1592,"DICCIONARIO PORTUGUES - ESPA?OL",Fernandes,
1593,"CALCULO CON GEMEOTRIA ANALITICA                                                                     ","Purcell                                                                                             ","Varberg                                                                                             "
1594,"REVISION CURRICULAR DE LA CARRERA INGENIERIA ELECT                                                  ","Ing. Gustavo Gonz?lez Lafuente                                                                      ","Ing. Jorge Eduardo Fraire Torr                                                                      "
1595,"MECANICA DE MATERIALES",Gere,Timoshenko
1596,"METODOLOGIA DE LA INVESTIGACION","Hern?ndez - Fern?ndez",Baptista
1597,"METODOLOGIA DE LA INVESTIGACION","Hern?ndez - Fern?ndez",Baptista
1598,"PROGRAMACION DE APLICACIONES PARA WINDOWS NT",Murray,Pappas
1599,"AUTOCAP AVANZADO PARA WINDOWS Y MS - DOS V 13",L?pez,Tajadura
1600,"CALCULO CON GEOMETRIA ANALITICA",Purcell,Varberg
1601,ELECTRONICA,Malvino,
1602,"MAQUINAS ELECTRICAS                                                                                 ","Fitzgerald - Kingsley                                                                               ","Umans                                                                                               "
1603,"TEORIA DE LA SOCIEDAD Y PEDAGOGIA",Luhmann,
1604,"TEORIA DE LA SOCIEDAD Y PEDAGOGIA",Luhmann,
1605,"CIVILIZACIONES DE OCCIDENTE - SU HISTORIA Y SU CUL                                                  ","McNall                                                                                              ","                                                                                                    "
1606,"INGLES PARA VIAGENS","XIMENES, FERNANDO B.",
1607,"INTRODUCCION AL ANALISIS ESTADISTICO",Harnett,Murphy
1608,"INTRODUCCION AL ANALISIS ESTADISTICO",Harnett,Murphy
1609,"PROBABILIDAD Y ESTADISTICA APLICADAS A LA INGENIER",Montgomery,Runger
1610,"INTRODUCCION A LA QUIMICA DE SUPERFICIES Y COLOIDE","SHAW, DUNCAN J.",
1611,"TEORIA DE LA SOCIEDAD Y PEDAGOGIA",Luhmann,
1612,"TRATADO DE PEDAGOGIA GENERAL",Hubert,
1613,"TRATADO DE PEDAGOGIA GENERAL",Hubert,
1614,"TRATADO DE PEDAGOGIA GENERAL",Hubert,
1615,"EL FENOMENO ELECTROMAGNETICO",Reyes,
1616,"DISE?O DE APARATOS ELECTRICOS                                                                       ","Kuhlmann                                                                                            ","                                                                                                    "
1617,"VISUAL FOX PRO - MANUAL DE PROGRAMACION 3.0 Y 5.0",Pinter,Pinter
1618,"WEBSTER S NEW WORLD DICTIONARY",,
1619,"EL FENOMENO ELECTROMAGNETICO",Reyes,
1620,"FIBER - OPTIC COMMUNICATIONS SYSTEMS",Agrawal,
1621,"ESTRUCTURAS DE DATOS Y ALGORITMOS","Aho - Hopcroft",Ullmann
1622,"MECANICA DE MATERIALES",Gere,Timoshenko
1623,"FUNDAMENTOS DE BASES DE DATOS",Korth,Silberschatz
1624,"PETER NORTON S - ASSEMBLY LANGUAGE BOOK FOR THE IB",Norton,Socha
1625,"ESTRUCTURAS DE DATOS Y ALGORITMOS","Aho - Hopcroft",Ullman
1626,"INTRODUCCION AL UNIX SISTEMA V","Waite - Prata",Martin
1627,UNIX,Leach,
1628,"ADVENCED CONCEPTS IN OPERATING SYSTEMS                                                              ","Singhal                                                                                             ","Shivaratri                                                                                          "
1629,"MANUAL DEL EXPORTADOR - TEORIA Y PRACTICA EXPORTAD",Moreno,
1630,"DICTIONARY AND THESAURUS - COLLINS",,
1631,"CURSO DE MERCADOTECNIA",McDaniel,
1632,"TRANSFERENCIA DE CALOR                                                                              ","Mills                                                                                               ","                                                                                                    "
1633,"GEOGRAFIA EN MARKETING                                                                              ","Steinhardt                                                                                          ","                                                                                                    "
1634,"INGENIERIA Y ADMINISTRACION DE LA PRODUCTIVIDAD                                                     ","Sumanth                                                                                             ","                                                                                                    "
1635,MACROECONOMIA,Poindester,
1636,"PRESUPUESTOS, PLANIFICACION Y CONTROL DE LAS UTILI",Welsch,
1637,"INTRODUCCION A LA CONTBILIDAD ADMINISTRATIVA",Horngren,Sundem
1638,"SISTEMAS DE CONTROL EN TIEMPO DISCRETO                                                              ","OGATA, KATSUHIKO                                                                                    ","                                                                                                    "
1639,"TECNICAS AVANZADAS PARA LAS BASES DE DATOS",Martin,
1640,"ANTENNAS FOR RADAR AND COMMUNICATIONS",Mott,
1641,"ADMINISTRACION DE EMPRESAS PUBLICAS","BIP - EIAP - FGV",
1642,"REDACCION COMERCIAL ESTRUCTURADA                                                                    ","Rojas                                                                                               ","                                                                                                    "
1643,"CODIGO DEL MERCOSUR                                                                                 ","Dromi                                                                                               ","                                                                                                    "
1644,"CODIGO DEL MERCOSUR                                                                                 ","Dromi                                                                                               ","                                                                                                    "
1645,"CODIGO DEL MERCOSUR                                                                                 ","Dromi                                                                                               ","                                                                                                    "
1646,"CODIGO DEL MERCOSUR                                                                                 ","Dromi                                                                                               ","                                                                                                    "
1647,"MASTERING TURBO ASSEMBLER",Swan,
1648,"ORACLE - MANUAL DE REFERENCIA",Koch,
1649,"DIFFERENTIAL EQUATIONS",Giordano,Weir
1650,"INTRODUCCION A LAS MATEMATICAS UNIVERSITARIAS",Eslava,Velasco
1651,"CODIGO DEL MERCOSUR                                                                                 ","Dromi                                                                                               ","                                                                                                    "
1652,"MARKS - MANUAL DEL INGENIERO MECANICO                                                               ","Baumeister                                                                                          ","Avallone                                                                                            "
1653,"MARKS - MANUAL DEL INGENIERO MECANICO                                                               ","Baumeister                                                                                          ","Avallone                                                                                            "
1654,"MARKS - MANUAL DEL INGENIERO MECANICO                                                               ","Baumeister                                                                                          ","Avallone                                                                                            "
1655,"FISICA - MECANICA, RADIACION Y CALOR. 1                                                             ","Feynman - Leighton                                                                                  ","Sands                                                                                               "
1656,"MANUAL DE JAVA                                                                                      ","Naughton                                                                                            ","                                                                                                    "
1657,"PLANIFICACION Y EVALUACION DEL TURISMO",Garc?a,
1658,"ENCICLOPEDIA DE TERMINOS DE MICROCOMPUTACION",Christie,Christie
1659,"ENCICLOPEDIA DE TERMINOS DE MICROCOMPUTACION",Christie,Christie
1660,"ENCICLOPEDIA DE TERMINOS DE MICROCOMPUTACION",Crhistie,Christie
1661,"CONTABILIDAD DE COSTOS","Polimeni - Fabozzi",Adelberg
1662,"EL RECONOCIMIENTO DE FORMAS MEDIANTE ALGORITMOS                                                     ","Simon                                                                                               ","                                                                                                    "
1663,"DICCIONARIO GENERAL DE HOTELERIA Y TURISMO","Baez Casillas",
1664,EXCURSIONES,Gutierrez,
1665,"1000 DETALLES QUE HAY QUE CUIDAR EN UN HOTEL, UN R                                                  ","Biosca                                                                                              ","                                                                                                    "
1666,"MANUAL DE COMERCIALIZACION HOTELERA                                                                 ","Secretar?a de Turismo                                                                               ","                                                                                                    "
1667,"SAGRADA BIBLIA","Biblioteca de Autores Cristian",
1668,"ALGORITMOS Y ESTRUCTURA DE DATOS",Wirth,
1669,"FISICA GENERAL","Frederick J. Bueche",
1670,"REDES PARA TODOS",Gibbs,
1672,"LISP - GUIA DE REFERENCIA",Berbiela,
1673,"LISP - GUIA DE REFERENCIA",Berbiela,
1674,"DICTIONARY OF PHRASAL VERBS",Collins,
1675,"INSTALACION DE ANTENAS DE TV                                                                        ","Berral                                                                                              ","                                                                                                    "
1676,"PERSUACION DE MASAS",Le?n,
1677,"TECNICAS DE MARKETING",Torres,Cordoba
1678,"MANUAL DE MARKETING                                                                                 ","Stapleton                                                                                           ","                                                                                                    "
1679,"MANUAL DE ELECTRICIDAD INDUSTRIAL I",Harper,
1680,"ANALISIS INTRODUCTORIO DE CIRCUITOS","WILLIAMH HAYT JR","JACK E. KEMMERLEY"
1681,"MICROSOFT FOUNDATION CLASS LIBRARY PROGRAMMING",Holzner,
1682,"INGENIERIA DE CONTROL MODERNA","Katsuhiko Ogata",
1683,"ARQUITECTURA DE COMPUTADORES",Blanchet,Dupouy
1685,"PROBABILIDAD Y ESTADISTICA - APLICACIONES Y METODO",Canavos,
1686,"FISICA - MECANICA V.1",Alonso,Finn
1687,"FISICA - FUNDAMENTOS CUANTICOS Y ESTADISTICOS V.3",Alonso,Finn
1688,"PRINCIPIOS Y OBJETIVOS DEL MARKETING",Torres,Cordoba
1689,"POLITICA DE PRECIOS",Winkler,
1690,MERCHANDISING,Masson,
1691,"EL PLAN DEL MARKETING",Cohen,
1692,"LA INVESTIGACION MOTIVACIONAL EN MARKETING Y PUBLI",Soler,
1693,"TECNICAS DE PUBLICIDAD",Harrison,
1694,"FUNDAMENTOS DE DIBUJO EN INGENIERIA                                                                 ","Luzadder                                                                                            ","Duff                                                                                                "
1695,"SEMBLANZA DE LA LITERATURA ESTADOUNIDENSE","SERVICIO CULTURAL E INFORMATIV","O DE LOS ESTADOS UNIDOS"
1696,"METODOLOGIA DE LA PROGRAMACION - APLICACIONES EN C",Alcalde,Garc?a
1697,"METODOLOGIA DE LA PROGRAMACION - APLICACIONES EN C",Alcalde,Garc?a
1698,"AUTOCAD AVANZADO VERSION 13 PARA WINDOWS Y MS-DOS","L?pez, J.","Tajadura, J. A,"
1699,"GUIA PRACTICA PARA LA INVESTIGACION Y REDACCION DE","Acosta Hoyos",
1700,"GUIA PRACTICA PARA LA INVESTIGACION Y REDACCION DE","Acosta Hoyos",
1701,SOCIOLOGIA,Fichter,
1702,"SOCIOLOGIA                                                                                          ","Fichter                                                                                             ","                                                                                                    "
1703,"METODOLOGIA DE LA PROGRAMACION - APLICACIONES EN C",Alcalde,Garc?a
1704,"GUIA PRACTICA PARA LA INVESTIGACION Y REDACCION DE","Acosta Hoyos",
1705,"MECANICA DE LOS FLUIDOS",Streeter,Wylie
1706,"METODOLOGIA DE LA PROGRAMACION - APLICACIONES EN C",Alcalde,Garc?a
1707,"METODOS NUMERICOS",Volkov,
1708,"MECANICA PARA INGENIEROS - ESTATICA Y DINAMICA                                                      ","McLean                                                                                              ","Nelson                                                                                              "
1709,"REDES DE NEURONAS ARTIFICIALES UN ENFOQUE PRACTICO","Pedro Isasi Vi?uela",
1710,"INTRODUCCION A LA TEORIA GENERAL DE SISTEMAS",Johansen,
1711,"DISE?O Y ESTRUCTURAS DE ACERO                                                                       ","Rokach                                                                                              ","                                                                                                    "
1712,"ELEMENTOS DE RESISTENCIA DE MATERIALES",Timoshenko,Young
1713,"ANALISIS Y DISE?O DE SISTEMAS DE INFORMACION","Whitten - Bentley",Barlow
1714,"MECANICA PARA INGENIEROS - ESTATICA Y DINAMICA                                                      ","McLean                                                                                              ","Nelson                                                                                              "
1715,"WINDOWS NT",Wyatt,
1716,ALGEBRA,"De Oteyza - Hern?ndez",Lam
1717,"FUNDAMENTOS DE FISICA",Blatt,
1718,"QUIMICA LA CIENCIA CENTRAL",Brown,Lemay
1719,"JUST IN TIME - IMPLEMENTA?AO DE NOVAS ESTRATEGIAS                                                   ","Hay                                                                                                 ","                                                                                                    "
1720,"DIBUJO TECNICO                                                                                      ","Gutierrez - Izquierdo                                                                               ","Navarro - Placencia                                                                                 "
1721,"DIBUJO TECNICO                                                                                      ","Gutierrez - Izquierdo                                                                               ","Navarro - Placencia                                                                                 "
1722,"VENTAS Y MERCADOTECNIA PARA EL PROFESIONAL DEL TUR                                                  ","Foster                                                                                              ","                                                                                                    "
1723,"VENTAS Y MERCADOTECNIA PARA EL PROFESIONAL DEL TUR                                                  ","Foster                                                                                              ","                                                                                                    "
1724,"ANALISIS INTRODUCTORIO DE CIRCUITOS","Boylestad, Robert L.",
1725,"MUNDO FOLKLORICO PARAGUAYO - REALIDADES Y LEYENDAS",Cardozo,
