"681","INFORMATICA EN ADMINISTRACION                                                                       ","Alvarado                                                                                            ","Hernandez                                                                                           ","1"
"682","DICIONARIO ILUSTRADO DE COMPUTACION P/INEXPERTOS","Gookin - Wang","Van Buren","1"
"683","SISTEMAS ELECTRONICOS DIGITALES - FUNDAMENTOS P/PR","S?nchez L?pez",,"1"
"684","CONTABILIDAD BASICA","Paulino Aguayo Caballero",,"1"
"685","INTRODUCCION A LOS VIAJES Y AL TURISMO                                                              ","Foster                                                                                              ","                                                                                                    ","1"
"686","MATEMATICAS FINANCIERAS                                                                             ","Ayres                                                                                               ","                                                                                                    ","1"
"687","ECONOMIA","Samuelson","Nordhaus","1"
"688","DICCIONARIO DE LA LENGUA ESPA?OLA                                                                   ","Real Academia Espa?ola                                                                              ","                                                                                                    ","1"
"689","CURSO DE HTML","Liliana Neffa",,"1"
"690","GUIA PRACTICA DE MICROSOFT VISUAL FOXPRO","Marcos Jara",,"1"
"691","ORGANIZACION DE LAS BASES DE DATOS","Martin, James",,"1"
"692","GUIA PRACTICA DE VISUAL FOXPRO 7.0","Liliana Neffa",,"1"
"693","ARQUITECTURA DE COMPUTADORES - UN ENFOQUE CUANTITA","Hennessy","Patterson","1"
"694","OBJECT WINDOWS FOR C++, A SHORTCUT TO WINDOWS PROG","Traister",,"1"
"695","PROGRAMACION EN QUICKBASIC / QBASIC","Joyanes Aguilar",,"1"
"696","ESTRATEGIAS Y SISTEMAS DE INFORMACION","Andreu - Ricart","Valor","1"
"697","OBJECT-ORIENTED PROGRAMMING WITH BORLAND PASCAL 7","Clement Shammas",,"1"
"698","SISTEMAS OPERATIVOS. UNIX, OS/2, MS-DOS","Dietel, Harvey M.",,"2"
"699","CREACIONES MULTIMEDIA - EXPLORE EL MUNDO DE LA ANI","Shaddock",,"1"
"700","IMPLEMENTING MULTIMEDIA FOR BUSINESS","Szuprowicz",,"1"
"701","ELECTRONICA DIGITAL MODERNA                                                                         ","Angulo                                                                                              ","                                                                                                    ","2"
"702","DICCIONARIO DE PROGRAMACION EN C","Arboles","Onsins","1"
"703","FISICA GENERAL                                                                                      ","Giancoli                                                                                            ","                                                                                                    ","3"
"704","INTRODUCCION A LA ECONOMIA. ENFOQ. LATINOAMERICANO","Rossetti",,"7"
"705","INTRODUCCION A LA ECONOMIA. ENFOQ. LATINOAMERICANO","Rossetti",,"7"
"706","INTRODUCCION A LA ECONOMIA. ENFOQ. LATINOAMERICANO","Rossetti",,"7"
"707","LUMINOTECNIA","Caballero","Vidal","1"
"708","ELECTRONICA","Malvino",,"2"
"709","LENGUAJES ENSAMBLADORES                                                                             ","Caba?ero                                                                                            ","Perez                                                                                               ","1"
"710","METODOLOGIA DE LA INVESTIGACION TECNICO - CIENTIFI","R?fales Lamarca",,"1"
"711","CALCULO DIFERENCIAL E INTEGRAL                                                                      ","Piskunov                                                                                            ","                                                                                                    ","1"
"712","ECONOMIA POLITICA                                                                                   ","Bautista                                                                                            ","Paoli                                                                                               ","1"
"713","LECTURA Y COMUNICACION. 1? CURSO","de Ram?rez, Ma. Isabel","Salazar, Ela","1"
"715","INTRODUCCION A LAS COMPUTADORAS Y AL PROCESAMIENTO","Long",,"1"
"716","5.000 PROBLEMAS DE ANALISIS MATEMATICO                                                              ","Demidovich                                                                                          ","                                                                                                    ","1"
"717","JORNADAS DE JOVENES INVESTIGADORES","Jovenes Investigadores",,
"718","REAL-TIME STRUCTURED METHODS SYSTEMS ANALYSIS","Edwards",,"1"
"719","CASE. LA AUTOMATIZACION DEL SOFTWARE","Mc.Clure, Carma",,"1"
"720","CALCULO CON GEOMETRIA ANALITICA","Purcell","Valberg","1"
"721","MANUAL DEL AGUA: NATURALEZA, TRATAMIENTO Y APLICAI","Kemmer",,"1"
"722","DESENHO TECNICO MECANICO                                                                            ","Manfe;  Pozza;                                                                                      ","Sacrato                                                                                             ","1"
"723","LA INVESTIGACION CIENTIFICA","Bunge",,"1"
"724","EL PROCESO DE LA INVESTIGACION CIENTIFICA","Tamayo y Tamayo",,"1"
"725","TECNICAS DE ORGANIZACION Y ANALISIS DE SISTEMAS","Cuadrado","Marquez","1"
"726","MANUAL DE REGLAS PARA EL PROGRAMADOR                                                                ","Ledin, George                                                                                       ","Ledin, Victor                                                                                       ","1"
"727","TECNOLOGIA CASE. HERRAMIENTAS DE DESARROLLO DE SFW                                                  ","Fisher                                                                                              ","                                                                                                    ","1"
"728","GRAN DICCIONARIO CUYAS INGLES - ESPA?OL                                                             ","Cuyas                                                                                               ","                                                                                                    ","1"
"729","MECANICA DE LOS FLUIDOS","Streeter",,"1"
"730","MATEMATICAS APLICADAS PARA ADMINISTRACION, ECONOMI","Budnick",,"1"
"731","METODOLOGIA DE LA PROGRAMACION                                                                      ","M. Angel Rodr?guez                                                                                  ","                                                                                                    ","1"
"732","INTRODUCCION AL TURISMO                                                                             ","Gurria                                                                                              ","                                                                                                    ","2"
"733","ANALISIS VECTORIAL","Murray Spiegel",,"1"
"734","MECANICA DE MATERIALES","Timoshenko",,"2"
"735","SISTEMAS OPERACIONAIS","Romulo Silva de Oliveira","Alexndre da Silva Carissimi","1"
"736","XV JORNADAS DE JOVENES INVESTIGADORES DE LA AUGM","Dr. Ing. Rafael Guarga",,"1"
"737","ESTUDIO DE LA INTEGRACI?N ENTRE UN APLICATIVO M?VIL Y UN SISTEMA SCADA","Deisy Mariel Samudio Bento",,
"738","ECUACIONES DIFERENCIALES","George F. Simmons","steven G. Krantz",
"739","WINDOWS 95 - KIT DE RECURSOS","Microsoft",,"1"
"740","R.P.G. II - UN LENGUAJE DE GESTION","Tutor","Velasco","1"
"741","FISICA UNIVERSITARIA","Sears, Zemansky","Young","6"
"742","ESTRUCTURA DE DATOS","Lipschutz, Seymour",,"1"
"743","MERISE. METODOLOGIA DE DESARROLLO DE SISTEMAS","Patrik Metheron",,"1"
"744","CALCULO SUPERIOR","Spiegel",,"1"
"745","ECONOMIA POLITICA","Bautista","Paoli","1"
"746","ALGEBRA LINEAL CON APLICACIONES","Nicholson W.",,"4"
"747","METODOLOGIA FORMAL DE LA INVESTIGACION CIENTIFICA                                                   ","Tamayo y Tamayo                                                                                     ","                                                                                                    ","1"
"748","EL MODELO ENTIDAD - RELACION. CASE*METHOD                                                           ","Barker, Richard                                                                                     ","                                                                                                    ","1"
"749","ALGEBRA LINEAL CON APLICACIONES                                                                     ","Grossman, Stanley                                                                                   ","                                                                                                    ","4"
"750","ESTADISTICA                                                                                         ","Spiegel, Murray                                                                                     ","                                                                                                    ","1"
"751","SIMULADOR WEB PARA CONTRIBUYENTES DEL IRP","Sandra Lorena Flores Jim?nez",,
"752","APRENDIENDO HTML PARA WEB EN UNA SEMANA                                                             ","Lemay, Laura                                                                                        ","                                                                                                    ","1"
"753","TRATADO DE CONTABILIDAD ELEMENTAL                                                                   ","Zelaya                                                                                              ","                                                                                                    ","1"
"754","GEOMETRIA ANALITICA - PLANA Y DEL ESPACIO","Kindle",,"1"
"755","COMUNICACIONES DIGITALES","ING. RUBEN O. KUSTRA",,"1"
"756","REVISOES ESTRUTURADAS","Yourdon, Edward",,"1"
"757","DB2/SQL. MANUAL DE PROGRAMADORES","Martyn, Tim","Hartley, Tim","1"
"758","3D STUDIO - NUEVAS GUIAS","Martin Cruz",,"1"
"759","FUNDAMENTOS DE LOS MICROPROCESADORES","TOKHEIM",,"1"
"760","MULTIMEDIA CON 3D STUDIO V.4 Y ANIMATOR PRO V.","Fernadez, Javier","Tajadura, Jose","1"
"761","C++ A SU ALCANCE. UN ENFOQUE ORIENTADO A OBJETOS                                                    ","Joyanes, Aguilar                                                                                    ","                                                                                                    ","1"
"762","PRINCIPIOS DE ECONOMIA: MACROECONOMIA","Emery, David",,"1"
"763","SIMULADOR WEB PARA CONTRIBUYENTES DEL IRP","Sandra Lorena Flores Jim?nez",,
"764","REDES DE TELECOMUNICACIONES. PROTOCOLOS, MODELADO","Schwartz, Mischa",,"1"
"765","AMPLIFIERS AND COMPARATORS",,,
"766","PROGRAMACION AVANZADA EN COBOL ESTRUCTURADO","Newcomer",,"1"
"767","DIGITAL CONTROL USING MICROPROCESSORS                                                               ","Katz                                                                                                ","                                                                                                    ","1"
"768","CIENCIAS NATURALES                                                                                  ","Gladis Mencia                                                                                       ","                                                                                                    ","1"
"769","ENCICLOPEDIA DE LA ELECTRONICA INGENIERIA Y TECNIC","Charles Belove",,"1"
"770","PASCAL Y ESTRUCTURA DE DATOS","Dale","Lilly","2"
"771","PROGRAMACION EN MICROSOFT C/C++ 7.","Atkinson","Mitchell","1"
"772","ADMINISTRACION: UNA PERSPECTIVA GLOBAL","WEIHRICH, HEINZ","KOONTZ, HAROLD","10"
"773","MICROSOFT VISUAL C++. FUNCIONES Y APLICACIONES","Microsoft Corporation",,"1"
"774","FUNDAMENTOS DE PROGRAMACION CON TURBO PASCAL","Boger, Thomas",,"1"
"775","PROGRAMACION EN QUICKBASIC / QBASIC","Joyanes, Luis",,"1"
"776","COMUNICACAO DE DADOS E SISTEMAS DE TELEPROCESSAMEN","Da Silveira",,"1"
"777","ASI FUNCIONAN LAS COMUNICACIONES","Derfler","Freed","1"
"778","TERMODIMANICA QUIMICA ELEMENTAL","Bruce H. Mahan",,"1"
"779","SIMULADOR WEB PARA CONTRIBUYENTES DEL IRP","Sandra Lorena Flores Jim?nez",,
"780","TECNICAS DE ORGANIZACION Y ANALISIS DE SISTEMAS                                                     ","Rodriguez                                                                                           ","Marquez                                                                                             ","1"
"781","FUNDAMENTOS DE FISICA ELECTRICIDAD Y MAGNETISMO","Juan Hern?ndez Alvaro","Joaqu?n Tovar Pescador","1"
"782","COMANDO Y PROTECCION DE BAJA TENSION                                                                ","Kemper; Messeguer                                                                                   ","Kihara                                                                                              ","1"
"783","R.P.G. II - UN LENGUAJE EN CUESTION","Tutor","Velasco","1"
"784","ENFOQUE CLASICO DA TEORIA DE CONTROLE METODO DO LU","Alberto Eduardo Fregosi1","Jaime Feinstein","1"
"785","ENCICLOPEDIA DE LA ELECTRONICA INGENIERIA Y TECNIC","Charles Belove",,"1"
"786","ENCICLOPEDIA DE LA ELECTRONICA INGENIERIA I TECNIC","Charles Belove",,"1"
"787","F?sica para Ingenieros y Ciencias","Hans C. Ohanian","John T, Markert","Tercera edici?n"
"788","Cisco Networking Academy Promram: Gu?a del primer a?o","Vito Amato",,
"789","TECNICAS DE ORGANIZACION Y ANALISIS DE SISTEMAS","Rodriguez","Marquez","1"
"790","TECNICAS DE ORGANIZACION Y ANALISIS DE SISTEMAS","Rodriguez","Marquez","1"
"791","PROGRAMACION EN CLIPPER. INCLUYE VER. 5.0 Y 5.01","Oliver, Brett","Sheldon, Jim","1"
"792","GEOMETRIA ANALITICA (LEHMANN)","LEHMANN",,
"793","PROBLEMAS Y PRACTICAS DE REDES TOPOMETRICAS","Juan Pedro Carpio Hern?ndez",,"1"
"794","ESTADISTICA PARA ADMINISTRADORES","Levin",,"1"
"795","FISICA PARA ESTUDIANTES DE CIENCIAS E INGENIERIA","Bueche, Frederick",,"4"
"796","FISICA. PRUEBA DE SELECTIVIDAD                                                                      ","Soriano                                                                                             ","                                                                                                    ","1"
"797","PROBLEMAS DE GEOMETRIA ANALITICA                                                                    ","Kletenik                                                                                            ","                                                                                                    ","1"
"798","QUIMICA GENERAL                                                                                     ","Ru?z - Pozas                                                                                        ","L?pez - Gonz?lez                                                                                    ","1"
"799","FUNDAMENTOS DE REDES","Leandro Caldieras Vasconcelos","Marcelo Akira Inuzuka","1"
"800","DESAFIOS ETICOS DEL TERCER MILENIO","Lic. Angel Gonzalez Palmas",,"1"
"801","NUEVAS TECNOLOGIAS APLICADAS A LA EDUCACION","Julio Cabero Almenara",,"1"
"802","INGENIERIA DE CONTROL MODERNA","Katsuhiko Ogata",,"Quinta edici?n"
"803","ENCICLOPEDIA DE LA ELECTRONICA INGENIERIA Y TECNIC","Charles Belove",,"1"
"804","FISICA. PRUEBA DE SELECTIVIDAD","Soriano",,"1"
"805","SISTEMAS DIGITALES - PRINCIPIOS Y APLICACIONES","Tocci",,"5"
"806","INGENIERIA DEL SOFTWARE UNA PERSPECTIVA ORIENTADA A OBJETOS","Eric. J Braude",,
"807","DIAGRAMACION LOGICA: DESARROLLO METODOLOGICO Y EJE","Alberto R. Lardent",,"1"
"808","QUIMICA. PRUEBA DE SELECTIVIDAD","Caloca, Dolores",,"1"
"809","CALCULUS","Apostol, Tom M.",,"2"
"810","CALCULUS","Apostol, Tom M.",,"1"
"811","SELECTIVIDAD MATEMATICA I","Miguel DE Guzman",,"1"
"812","ALGEBRA LINEAL CON APLICACIONES","Grossman",,"5"
"813","FUNDAMENTOS DE QUIMICA","Zundahl, Steven S.",,"1"
"814","FISICA GENERAL                                                                                      ","Bueche, Frederick J.                                                                                ","                                                                                                    ","1"
"815","FISICA GENERAL                                                                                      ","Bueche, Frederick J.                                                                                ","                                                                                                    ","1"
"816","INTRODUCCION A LA SOCIOLOGIA GENERAL","Guy Rocher",,"1"
"817","CIBERSEGURIDAD. RETOS Y AMENAZAS A LA SEGURIDAD NACIONAL EN EL CIBERESPACIO",,,
"818","REINGENIERIA DE PROCESOS. DETONE SUS IDEAS S/ADMIN","de Oliveira, Sidney A.",,"1"
"819","LOS 7 HABITOS DE LA GENTE ALTAMENTE EFECTIVA","S. R. Covey.",,"1"
"820","AUDIO POWER AMPLIFIERS",,,"2000"
"821","PREPARACION Y EVALUACION DE PROYECTOS","Naissir Sapag Chain","Reinaldo Sapag Chain","Sexta Edicion"
"822","TEORIA GENERAL DEL TURISMO","Manuel Ram?rez Blanco",,"1"
"823","COMO PROGRAMAR C/C++ Y JAVA","Harvey M. Deitel","Paul J. Dietel","1"
"824","TURBO PASCAL 7 - MANUAL DE REFERENCIA","O Breien","Nameroff","1"
"825","ANALISIS Y DISE?O DE SISTEMAS DE INFORMACION","Senn, James A.",,"1"
"826","LAN TIMES. ENCICLOPEDIA DE REDES.","Sheldon, Tom",,"1"
"827","COBOL ESTRUCTURADO","Philippakis","Kazmier","1"
"828","CALCULO SUPERIOR","Murray R. Spiegel",,"1"
"829","50 IDEAS CONCRETAS PARA MEJORAR SU EMPRESA","Sanguinetti",,"1"
"830","REINGENIERIA. MEJORIA DE PROCESOS EMPRESARIALES","Kamel, Nadim M.",,"1"
"831","Cisco Networking Academy Promram: Gu?a del primer a?o",,,
"832","GUIA PRACTICA PARA EL CALCULO DE INSTALACIONES ELE","Harper, Enr?quez",,"1"
"833","ELEMENTOS DE RESISTENCIA DE MATERIALES","Timoshenko, S.","Young, D.","1"
"834","LA AGUADA DEL PUMA","Pompeyo Lugo M?ndez",,
"835","CLUSTER DE ALTA DISPONIBILIDAD Y ALTO DESEMPE?O PA                                                  ","Osvaldo Miguel Gonzalez                                                                             ","                                                                                                    ","1"
"836","TEORIA DE LA PROBABILIDAD","Ivan Obregon Sanin",,"1"
"837","METODOLOGIA DE LA INVESTIGACION","Hern?ndez - Fern?ndez","Baptista","1"
"838","TEORIA GENERAL DEL TURISMO","Manuel Ram?res Blanco",,"1"
"839","CURSO DE MATEMATICAS SUPERIORES PARA INGENIEROS 1","Krasnov - Biseliov","Makarenko - Shinkin","1"
"840","ECONOMIA","Samuelson, P.","Nordhaus, W.","14"
"841","CURSO DE MATEMATICAS SUPERIORES PARA INGENIEROS 2","Krasnov - Biseliov","Makarenko - Shinki","1"
"842","ANALISIS DE REDES","Van Valkemburg, M.E.",,"1"
"843","MARKETING PUBLICO","Chias, Josep",,"1"
"844","CONTABILIDAD. TEORIA Y PRACTICA","Kester, Roy B.",,"1"
"845","IMPLEMANTACION PARALELA DEL ALGORITMO DE ORTOGONAL                                                  ","Maria del Carmen Galeano Medin                                                                      ","                                                                                                    ","1"
"846","Don Quijote de La Mancha","MIGUEL DE CERVANTES",,
"847","MANUAL DE ELECTRICIDAD INDUSTRIAL I","HARPER",,"1"
"848","PLANIFICACION Y EVALUACION DEL TURISMO                                                              ","Garc?a                                                                                              ","                                                                                                    ","1"
"849","PROGRAMACION EN C++ PARA WINDOWS","Porter, Anthony",,"1?"
"850","QUIMICA ORGANICA","McMurry, John",,"6"
"851","ADMINISTRACION: UN ENFOQUE BASADO EN COMPETENCIAS","Hellriegel, Don","Jackson, Susan - Slocum, John","10"
"852","PROGRESE CON VISUAL C++","Kruglinski, David J.",,"1"
"853","MATEMATICAS ESPECIALES PARA COMPUTACION","Luis Garcia Valle",,
"854","ESTRATEGIAS Y SISTEMAS DE INFORMACION","Andreu, R.","Ricart, J. - Valor, J.","1"
"855","LENGUAJES ENSAMBLADORES","Fuster, J.","Perez, F.","1"
"856","NOVELL NETWARE - SOLUCIONARIO DE PROBLEMAS","Scarola, Robert",,"1"
"857","FISICA **","Tipler",,"3"
"858","CONTABILIDAD. TEORIA Y PRACTICA","Kester, Roy B.",,"1"
"859","CONTABILIDAD. TEORIA Y PRACTICA","Kester, Roy B.",,"1"
"860","CIRCUITOS LINEARES                                                                                  ","Close, Charles M.                                                                                   ","                                                                                                    ","1"
"861","TEORIAS DE CONJUNTOS Y TEMAS A FINES                                                                ","Seymour Lipschutz                                                                                   ","                                                                                                    ","1"
"862","MATERIALS FOR ENGINEERING: CONCEPTS AND APPLICATIO","Van Vlack, Lawrence H.",,"1"
"863","ESCUELA DALY DE HOSTELERIA Y TURISMO: BAR Y COCTEL                                                  ","DALY EDICIONES                                                                                      ","                                                                                                    ","1"
"864","DICCIONARIO ENCICLOPEDICO ILUSTRADO VISOR","Diario Noticias",,"1"
"865","Don Quijote de La Mancha","MIGUEL DE CERVANTES",,
"866","MICROSOFT VISUAL FOXPRO 6.0: MANUAL DEL PROGRAMADO","Microsoft Corporation",,"1"
"867","MANUAL DE FORMULAS TECNICAS","Gieck, R.",,"1"
"868","NETWARE LAN ANALYSIS","Chappell, Laura",,"1"
"869","LAN TIMES. GUIA DE CORREO ELECTRONICO","Drummond R.","Cox, N.","1"
"870","MULTIPROTOCOL INTERNET WORKING","Chappell, Laura","Spicer, Roger","1"
"871","MANUAL DE EXCEL","JORGE MARTINEZ",,"2000"
"872","THE NOVELL CNA/CNE. STUDY GUIDE","Mueller, J.","Williams, Robert","1"
"873","GUIA DE PROGRAMACION NOVELL NETWARE","Day, M. - Koontz, M.","Marshall, D.","1"
"874","Don Quijote de La Mancha","MIGUEL DE CERVANTES",,
"875","SOLUCION A PROBLEMAS DE PC                                                                          ","Norton, Peter                                                                                       ","Jourdain, Robert                                                                                    ","1"
"876","FUNDAMENTOS DA TERMODINAMICA CLASSICA                                                               ","Van Wylen, Gordon                                                                                   ","Borgnakke, Claus                                                                                    ","1"
"877","RESISTENCIA DOS MATERIAIS","Beer, Ferdinand","Russell, Johnton","1"
"878","ESTUDIO DE ALGORITMOS COMBINADOS PARALELOS","Baran, Benjamin C.",,"1"
"879","CATALOGOS DE DOCUMENTOS Y PUBLICACIONES 1994-1995","UNESCO",,"1"
"880","INTRODUCCION AL CALCULO NUMERICO                                                                    ","Ing.Hugo R.Franco Paats                                                                             ","                                                                                                    ","1"
"881","ANUARIO 2005                                                                                        ","RECTORADO DE LA UNE                                                                                 ","                                                                                                    ","1"
"882","Don Quijote de La Mancha","MIGUEL DE CERVANTES",,
"883","XIV SBRC. 14? SIMPOSIO BRASILEIRO DE REDES DE COMP","Anais",,"1"
"884","ORGANIZACION DE LAS BASES DE DATOS","Martin",,"1"
"885","ANALISIS ESTRUCTURADO MODERNO","Yourdon, Edward",,"1"
"886","REDES NEURONALES. ALGORITMOS, APLICACIONES Y TECNI","Freeman, James A.","Skapura, David M.","1"
"887","SISTEMAS OPERATIVOS. DISE?O DE IMPLEMENTACION","Tanenbaum, Andrew S.",,"1"
"888","INTRODUCCION A LA ESTADISTICA ECONOMICA","Herrill, William","Fox, Karl","1"
"889","INSIDE COMPUTERS TODAY","Condon, Robert J.","Sanders, Donald - Fry, Rob","1"
"890","HISTORIA GENERAL DEL TURISMO DE MASAS","Fern?ndez F?ster, Luis",,"1"
"891","PRICIPIOS DIGITAIS","Tokheim, Roger L.",,"1"
"892","SCDD 20. SISTEMA DE CLASIFICACION DECIMAL DEWEY","Dewey, Melvil",,"20"
"893","SCDD 20. SISTEMA DECIMAL DE CLASIFICACION DEWEY","Dewey, Melvil",,"1"
"894","SCDD 20. SISTEMA DECIMAL DE CLASIFICACION DEWEY","Dewey, Melvil",,"20"
"895","SCDD 20. SISTEMA DECIMAL DE CLASIFICACION DEWEY","Dewey, Melvil",,"20"
"896","ANALISIS VECTORIAL","HSU, HWEI P.",,"1"
"897","SISTEMAS ELECTRICOS DE POTENCIA                                                                     ","Nasar, Syed A.                                                                                      ","                                                                                                    ","1"
"898","AVIFAUNA DE LAS AREAS PROTEGIDAS DE ITAIPU                                                          ","PEREZ VILLAMAYOR, NELSON                                                                            ","COLMAN JARA, ANDRES                                                                                 ","1"
"899","ELECTRICIDADE B?SICA","VAN VALKENBURGH","NOOGER","DECIMA EDICI?N"
"900","CURSO DE PROGRAMACION C++: PROGRAMACION ORIENTADA","CEBALLOS, FCO. JAVIER",,"1"
"901","METODOS NUMERICOS PARA INGENIEROS 1 CON APLIC. EN","Chapra, Steve","Canale, Raymond P.","1"
"902","ANALISIS Y DISE?O DE SISTEMAS","Kendall y Kendall",,"1"
"903","COMPUTERS & MS-DOS","Collin, Simon",,"1"
"904","INTERNET: MANUAL DE REFERENCIA","Hahn, Harley","Stout, Rick","1"
"905","SISTEMAS OPERATIVOS DISTRIBUIDOS","Tanenbaum",,"1"
"906","COLORADO BACKUP USER?S GUIDE","Colorado Memory Systems",,"1"
"907","?NETSCAPE FACIL!","Dupuy, John",,"1"
"908","CLEI 99 MEMORIAS - TOMO 2","CLEI 99",,"1"
"909","USANDO CLARION PROFESSIONAL DEVELOPER","Burguess, Mark S.",,"1"
"910","VARIABLE COMPLEJA Y APLICAIONES","James Ward Brown","Ruel V. Churchill","1"
"911","ANALISIS VECTORIAL","Spiegel, Murray R.",,"1"
"912","FISICA PARA ESTUDIANTES DE CIENCIAS E INGENIERIA","Frederick J. Bueche",,"1"
"913","ADMINISTRA?AO DA PRODU?AO                                                                           ","Monks, Joseph G.                                                                                    ","                                                                                                    ","1"
"914","ADMINISTRA?AO DA PRODU?AO E OPERA?OES                                                               ","Moreira, Daniel A.                                                                                  ","                                                                                                    ","1"
"915","GUIA PRACTICA DE ELECTRICIDAD Y ELECTRONICA","RICARDO ANTONIO BARRIO","ANTONIO COLMENAR","1995"
"916","LENGUAJE 3. COMUNICACION - CIENCIA - ARTE","de Natalizia, Emina Nasser",,"1"
"917","ICTIOPLANCTON EN LOS RIOS ITABO SUR, CARAPA Y AZUL                                                  ","GILL MORLIS, WALTER                                                                                 ","HERMOSA, JOSE - SANCHEZ, E.                                                                         ","1"
"918","LA AGUADA DEL PUMA","Pompyo Lugo M?ndez",,"1"
"919","J500 APLICACOES DISTRIBUIDAS COM J2EE E JBOOS 1","DA ROCHA, HELDER",,"1"
"920","NORMAS PARA APRESENTACAO DE DOCUMENTOS CIENTIFICOS","UNIVERSIDAD FEDERAL DO","PARANA","1"
"921","INTRODUCCION A LA SOCIOLOGIA GENERAL","Guy Rocher",,"1"
"922","BREVE HISTORIA DE LA CULTURA EN EL PARAGUAY","Vel?zquez, Rafael",,"1"
"923","LOS ABORIGENES EN EL PARAGUAY. LENGUAS CHAQUE?AS","Susnik, Branislava",,"1"
"924","DIRECCION DE MARKETING","Philip Kotler","Kevin Lane Keller","1"
"925","LENGUAJE 3. COMUNICACION - CIENCIA - ARTE","de Natalizia, Emina Nasser",,"1"
"926","APUNTES DE HISTORIA CULTURAL DEL PARAGUAY","Cardozo, Efrain",,"5"
"927","PROYECTOS PROFESIONALES PHP 5","CHARTE OJEDA, FRANCISCO",,"1"
"928","LENGUAJE 1. COMUNICACION - CIENCIA - ARTE                                                           ","Nasser, Emina                                                                                       ","Natalizia, Rolando                                                                                  ","1"
"929","LENGUAJE 1. COMUNICACION - CIENCIA - ARTE","Nasser, Emina","Natalizia, Rolando","1"
"930","LECTURA Y COMUNICACION. 2? CURSO","de Ram?rez, Ma. Isabel","Salazar, Ela","1"
"931","LECTURA Y COMUNICACION. 3? CURSO","de Ram?rez, Ma. Isabel","Salazar, Ela","1"
"932","LECTURA Y COMUNICACION. 3? CURSO","de Ram?rez, Ma. Isabel","Salazar, Ela","1"
"933","COMUNICACION ORAL Y ESCRITA","Mart?nez- S?nchez","Artecona- Salomoni","1"
"934","DICCIONARIO CASTELLANO-GUARANI","Guasch, Antonio","Ort?z, Diego","13"
"935","EVALUACION DE APRENDIZAJES RELEVANTES AL EGRESO DE","CINDA",,"1"
"936","COOPERACION UNIVERSIDAD-EMPRESA: VISIONES DE EUROP","CINDA",,"1"
"937","INTRODUCAO AO MATLAB","SAMPAIO, R. - CATALDO, E.","RIQUELME, R.","1"
"938","RECYCLING","BORDER, ROSEMARY",,"1"
"939","MANUAL DE MATEMATICA",,,"1"
"940","INSTALACIONES ELECTRICAS DE BAJA TENSION","Narciso Moreno Alfonso.","Ramon Cano Gonzalez.","1"
"941","HIGH-SPEED AMPLIFIERS",,,"2000"
"942","LENGUAJE 2. COMUNICACION - CIENCIA - ARTE","Nasser, Emina","Natalizia, Rolando","1"
"943","LECTURA Y COMUNICACION. 2? CURSO","de Ram?rez, Ma. Isabel","Salazar, Ela","1"
"944","DICCIONARIO ENCICLOPEDICO ESPASA 1",,,"7"
"945","ENCICLOPEDIA GRAN VOX",,,"5"
"946","ENCICLOPEDIA GRAN VOX",,,"5"
"947","ENCICLOPEDIA GRAN VOX                                                                               ","                                                                                                    ","                                                                                                    ","1"
"948","ENCICLOPEDIA GRAN VOX",,,"5"
"949","ENCICLOPEDIA GRAN VOX",,,"5"
"950","ENCICLOPEDIA GRAN VOX",,,"5"
"951","ENCICLOPEDIA GRAN VOX",,,"5"
"952","ENCICLOPEDIA GRAN VOX",,,"5"
"953","ENCICLOPEDIA GRAN VOX",,,"5"
"954","NARRACIONES DE LOS AVA GUARANI DE LOS DEPARTAMENTO","UNIVERSIDAD EVANGELICA DEL","PARAGUAY","1"
"955","ENCICLOPEDIA LAROUSSE ILUSTRADA 1: EL UNIVERSO Y L","ULTIMA HORA",,"1"
"956","Cisco Networking Academy Promram: Gu?a del primer a?o",,,
"957","FUNDAMENTOS DE LA CIENCIA E INGENIERIA DE MATERIAL","SMITH, WILLIAM F.",,"3"
"958","FUNDAMENTOS DE ELECTROTECNIA 1: ELECTRIDAD BASICA","ARNOLD, ROBERT",,"1"
"959","COMPAQ: MOBILE INTERNET PC REFERENCE MANUAL 300,12","COMPAQ",,"1"
"960","SISTEMAS DE SEGURIDAD","Mu?oz Guerrero, Julio",,"1"
"961","QUIMICA","Chang, Raymond","College, Williams","7"
"962","QUIMICA","Chang, Raymond","College, Williams","7"
"963","PROTECCION DE EDIFICIOS CONTRA INCENDIOS                                                            ","Quadri, Nestor P.                                                                                   ","                                                                                                    ","1"
"964","PREVENCION DE ACCIDENTES ELECTRICOS                                                                 ","Sancho, Pablo Marco                                                                                 ","                                                                                                    ","1"
"965","SEGURIDAD E HIGIENE EN EL TRABAJO                                                                   ","De-Vos Pascual, Jose Ma.                                                                            ","                                                                                                    ","1"
"966","INSTRUMENTACION ELECTRONICA MODERNA Y TECNICAS DE","Cooper, William","Helfrick, Albert","1"
"967","CONVERSION DE ENERGIA ELECTROMECANICA","Gourishankar, Vembu",,"1"
"968","SISTEMAS INTEGRADOS DE CONTROL DE PRODUCCION","David D. Bedworth","James E. Bailey","1"
"969","SEGURIDAD E HIGIENE EN EL TRABAJO                                                                   ","Jose Manuel De-Vos Pascual                                                                          ","                                                                                                    ","1"
